Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
33,0,1,20,2,1,4,5,0,4,0,3,0,5,0,1,1,21421,0
33,0,3,15,3,0,3,4,3,3,3,3,0,4,1,2,3,27676,0
32,1,3,9,2,2,4,4,1,3,3,6,1,5,1,2,2,25260,0
33,1,1,20,3,1,3,3,0,4,0,2,0,5,0,0,1,17756,0
24,1,1,6,3,2,3,3,0,3,0,3,1,3,1,2,1,17293,1
50,0,1,35,2,2,4,5,1,5,3,5,0,3,0,2,2,22962,1
41,1,3,17,1,1,3,5,1,4,1,2,0,5,1,1,2,25530,0
36,1,1,12,2,2,2,5,0,3,1,2,0,2,0,0,1,17741,0
31,0,3,11,3,1,2,3,0,4,1,2,0,3,0,0,1,17789,0
32,0,1,19,2,1,3,4,0,4,1,2,0,5,1,0,1,17743,0
35,0,1,7,2,2,4,4,0,5,1,7,0,1,1,3,1,21674,0
38,1,1,8,3,2,3,3,0,3,1,7,1,4,0,2,1,18057,0
42,0,1,32,3,1,2,3,3,5,0,4,1,3,0,1,3,28191,0
53,1,3,8,3,2,2,3,4,3,1,7,0,3,1,0,0,29852,0
25,1,3,32,3,1,2,3,1,3,2,2,0,4,0,0,2,21180,0
37,1,1,13,3,2,3,4,1,4,1,8,0,4,1,2,2,23619,0
24,1,1,27,2,2,4,4,1,3,2,2,0,4,1,3,2,20950,0
43,0,1,12,2,2,4,4,0,3,0,6,0,3,1,1,1,20771,0
50,1,1,8,3,2,3,3,2,3,0,3,1,2,1,1,4,34237,0
32,1,3,10,3,2,2,5,3,3,0,2,0,2,1,1,3,25400,1
44,1,1,10,2,2,3,1,2,5,1,2,0,5,1,2,4,34190,0
30,1,3,17,3,2,3,5,1,3,3,2,0,4,1,1,2,24547,0
24,1,1,11,3,2,3,2,0,5,1,4,0,4,0,2,1,21497,0
22,0,1,17,2,1,3,5,0,3,3,3,0,4,1,1,1,21303,1
33,1,3,22,3,1,3,3,1,5,2,6,0,3,1,0,2,20324,1
22,1,1,14,2,2,3,5,0,5,0,2,0,2,1,0,1,17451,0
58,0,1,6,2,2,2,5,1,3,1,3,1,1,1,1,2,20660,0
31,1,1,18,3,1,2,3,1,3,1,1,1,4,1,0,2,20855,0
30,1,1,16,3,1,3,4,0,3,1,2,0,5,1,2,1,21652,0
35,1,1,26,3,2,4,4,0,3,1,2,0,3,0,1,1,21339,0
55,1,1,26,1,2,2,3,1,3,1,4,1,1,0,0,2,20415,0
52,1,1,10,3,1,4,4,4,4,2,5,0,5,0,2,0,32412,0
39,1,1,30,2,2,3,4,1,3,1,2,0,3,0,1,2,24423,0
40,1,1,19,3,2,4,4,1,4,1,6,0,3,1,2,2,23973,0
37,0,1,25,2,2,4,4,1,3,3,4,0,3,1,1,2,26457,0
35,1,1,12,3,1,3,5,3,5,2,4,0,1,1,2,3,30309,0
23,1,1,15,3,2,2,3,0,5,0,2,0,3,0,1,1,17500,0
31,1,1,9,3,2,3,5,0,3,3,2,0,4,0,1,1,21398,0
37,1,1,9,3,2,4,4,0,3,2,6,0,5,1,1,1,21197,0
51,1,1,9,3,1,3,3,4,4,2,4,0,5,1,1,0,28734,0
45,0,1,31,2,2,3,4,0,3,1,5,1,5,0,2,1,21839,1
43,0,1,13,3,2,2,1,0,3,1,5,0,4,1,0,1,17089,0
49,0,1,16,2,1,2,3,2,5,2,1,1,3,0,0,4,33665,0
40,0,1,29,3,1,3,4,3,5,2,3,1,5,1,1,3,29558,0
37,0,3,25,3,2,2,3,3,4,3,2,1,5,0,0,3,22642,0
47,1,1,14,3,2,4,4,3,3,1,8,0,2,0,3,3,29523,0
51,0,1,12,3,1,2,4,0,3,2,1,0,5,1,1,1,17838,0
35,1,3,28,2,2,4,2,1,3,3,3,0,3,0,1,2,24015,0
41,0,1,16,2,2,4,5,1,3,0,2,0,5,1,1,2,23554,0
59,1,1,8,2,1,3,4,4,3,2,4,1,5,0,2,0,28726,0
35,1,1,29,2,2,2,4,1,3,1,4,1,4,1,0,2,20916,1
26,1,3,10,3,2,2,4,1,3,2,2,1,1,1,0,2,20828,1
31,1,3,17,3,2,4,5,1,3,0,3,0,2,1,1,2,25256,0
46,0,3,33,2,1,4,4,1,5,1,4,0,1,0,3,2,22964,1
42,1,1,9,2,1,3,6,0,3,1,6,1,3,0,2,1,21456,1
37,1,1,25,2,2,2,3,1,3,1,4,0,1,0,0,2,20768,0
32,0,3,12,3,1,3,4,0,4,1,3,0,3,0,1,1,21467,0
27,0,1,15,3,2,2,3,0,4,1,7,0,3,1,1,1,17024,0
37,1,1,15,1,1,3,4,3,3,1,3,0,4,1,1,3,28774,0
39,1,3,9,3,2,3,4,3,4,3,2,0,4,1,2,3,26029,0
32,1,1,16,2,2,3,4,3,4,1,3,0,3,1,2,3,29326,0
31,0,1,7,3,1,3,4,1,3,3,3,0,3,1,1,2,22689,0
23,1,1,26,3,2,4,4,0,3,1,3,0,1,1,1,1,21001,0
36,1,3,9,3,1,4,4,0,3,1,3,0,1,1,3,1,20692,0
19,0,1,16,3,1,3,4,0,4,2,2,1,5,1,1,1,16859,1
49,1,3,9,3,1,3,4,1,3,1,4,0,5,1,1,2,22729,0
50,1,1,34,2,1,2,3,4,5,0,5,1,5,0,0,0,31880,0
43,1,3,15,3,2,3,4,1,4,0,2,0,3,0,2,2,25503,0
54,1,1,31,3,2,3,2,3,3,1,5,0,3,0,2,3,25683,0
31,1,1,17,2,2,2,3,0,3,0,4,1,3,1,1,1,17356,0
20,0,1,12,2,1,3,4,0,3,2,2,1,2,1,1,1,17926,1
38,1,1,35,1,2,2,3,1,3,1,4,0,1,0,0,2,21261,0
23,1,1,12,2,2,3,2,0,4,1,3,1,4,1,1,1,21006,0
29,1,3,16,3,2,2,4,1,3,2,1,0,4,1,0,2,20869,0
33,1,1,15,3,1,4,2,1,3,1,7,0,3,1,3,2,23853,0
56,1,3,9,3,2,3,4,1,3,3,6,0,1,1,1,2,23838,1
34,1,1,8,1,1,3,3,1,3,3,2,0,5,1,1,2,21687,0
52,1,1,10,2,1,1,3,4,3,0,3,0,5,1,0,0,31555,0
41,0,1,33,3,1,3,4,1,4,1,3,0,2,1,1,2,24283,0
52,1,3,28,3,2,4,4,1,3,3,2,1,5,1,2,2,24119,0
26,0,1,13,3,2,3,3,0,3,2,2,0,4,1,2,1,17570,0
30,0,1,13,1,2,3,3,0,3,1,2,0,5,0,0,1,16274,0
44,0,2,6,2,2,2,3,1,3,1,5,1,5,1,1,2,20743,0
21,1,3,9,3,1,3,5,0,3,2,3,0,4,0,2,1,20722,1
59,1,1,9,2,2,3,4,0,3,0,4,0,3,0,1,1,17177,0
22,1,1,11,2,2,2,2,0,4,1,2,1,4,0,0,1,17328,0
41,1,3,8,2,1,3,3,4,5,1,1,0,5,1,2,0,31595,0
34,1,1,14,2,1,2,3,1,5,1,4,0,5,1,0,2,20121,0
41,1,3,17,3,2,4,5,3,4,1,4,0,4,1,2,3,28383,0
38,1,1,35,3,2,3,3,1,5,1,1,1,3,1,2,2,21673,1
35,1,1,17,3,2,2,3,0,3,1,1,1,5,0,0,1,17660,0
41,1,1,26,3,2,2,4,1,3,1,2,1,1,1,1,2,21419,0
27,1,1,23,1,2,2,3,0,4,1,1,1,4,0,0,1,18058,0
58,1,1,7,2,2,4,2,1,3,0,2,0,3,1,3,2,23578,0
52,1,1,9,3,2,2,4,3,3,0,3,1,2,0,0,3,22969,0
28,1,1,9,3,1,3,3,3,4,1,1,0,4,0,0,3,22655,0
36,1,1,16,2,1,4,5,3,3,0,3,1,4,1,2,3,29363,0
38,0,3,16,3,2,4,4,3,4,1,3,0,1,1,3,3,27512,0
29,0,3,11,3,2,3,4,1,3,0,3,0,2,1,1,2,22899,0
59,1,3,9,2,1,2,4,1,3,2,6,0,3,0,0,2,20171,0
22,1,1,17,3,1,2,3,0,4,0,2,0,2,1,0,1,17244,0
29,1,3,25,2,2,3,4,1,3,1,2,0,4,1,0,2,23620,0
59,1,3,31,2,1,4,3,3,5,3,1,0,3,1,1,3,22637,0
27,0,3,7,3,2,3,5,1,5,3,3,0,3,0,1,2,22972,0
40,1,3,12,1,2,3,4,1,3,1,5,0,1,0,1,2,20764,1
40,1,1,7,3,1,4,4,0,3,1,2,0,3,0,2,1,20910,0
32,0,1,14,2,1,3,5,3,3,0,3,0,2,1,2,3,27621,0
31,1,1,7,3,2,4,4,0,4,1,3,0,5,0,2,1,22426,0
60,1,1,13,2,1,2,3,2,5,1,6,0,5,1,0,4,34566,0
51,0,3,8,3,2,2,3,3,4,0,3,0,4,0,0,3,25596,0
27,1,1,17,2,2,3,3,0,5,0,1,0,5,1,2,1,17099,0
36,0,1,17,2,2,3,4,1,4,3,2,0,4,1,1,2,21499,0
60,1,1,10,3,1,3,3,0,5,0,6,1,2,1,2,1,21348,0
37,0,3,7,3,0,3,4,1,3,3,6,0,1,1,2,2,25331,0
49,0,1,11,3,2,3,5,4,3,1,4,0,5,1,2,0,33880,0
32,1,1,9,3,1,3,3,1,5,1,2,0,1,1,0,2,21725,0
48,0,1,36,2,2,3,4,3,4,0,3,1,3,1,1,3,30527,1
38,1,3,7,2,2,3,5,3,3,1,7,0,1,1,2,3,29287,1
42,1,1,18,3,2,2,3,0,4,1,1,0,1,1,1,1,17766,0
36,1,1,23,3,2,3,2,0,4,1,2,0,4,1,2,1,21104,0
38,1,1,17,3,1,4,4,0,4,1,3,0,1,1,1,1,22614,0
18,1,3,16,3,1,3,4,0,3,2,2,0,1,0,2,1,16200,0
26,1,1,11,1,2,3,4,0,3,0,3,1,3,1,1,1,22369,1
56,1,1,29,2,2,3,3,4,4,0,5,1,4,1,2,0,28402,0
36,1,3,7,3,0,4,4,1,3,3,3,0,4,1,1,2,23537,0
32,1,1,8,3,1,3,3,0,4,0,2,0,4,0,0,1,17370,0
31,1,3,14,3,2,3,4,0,4,3,2,0,1,0,1,1,21661,0
41,1,2,16,2,2,3,4,2,3,1,4,0,2,1,0,4,34141,0
27,1,3,36,3,2,3,4,1,3,1,7,0,5,1,1,2,22984,0
34,1,1,16,3,2,3,4,0,3,0,2,0,2,1,1,1,21459,0
34,1,1,9,2,2,3,4,0,3,2,2,0,3,0,2,1,21178,0
25,0,3,30,2,2,3,5,0,3,2,2,1,1,1,1,1,16118,1
41,1,3,12,3,2,2,3,3,3,3,2,0,5,1,0,3,24241,0
33,1,1,9,3,0,4,2,1,3,3,2,0,3,0,1,2,23733,0
27,0,1,10,1,2,4,4,0,5,3,2,0,3,0,3,1,21780,1
33,0,1,10,1,2,2,3,1,4,1,6,0,1,0,0,2,18055,0
34,1,1,7,2,2,4,5,0,5,3,5,1,4,1,2,1,21477,0
57,1,1,30,2,2,4,4,4,4,0,6,1,4,1,3,0,32080,0
41,1,3,6,3,2,2,2,3,5,0,2,0,3,1,1,3,23392,0
35,1,3,17,2,1,3,4,0,3,0,3,1,2,0,2,1,20898,0
26,1,1,22,3,2,2,3,0,4,1,3,1,1,1,0,1,17373,1
30,1,1,28,2,1,2,3,0,3,1,5,1,1,0,0,1,17132,1
32,0,1,21,3,1,2,3,1,3,1,6,0,3,0,1,2,21667,0
27,1,3,11,3,2,3,5,1,3,3,3,1,1,1,1,2,24506,1
30,0,3,28,2,1,3,3,3,5,0,1,0,2,1,0,3,23412,0
41,1,3,26,3,1,3,3,0,4,2,2,1,4,0,2,1,18140,1
46,1,3,16,3,2,4,4,3,5,1,6,1,1,0,1,3,29439,0
38,0,1,12,2,2,3,4,1,3,1,3,0,4,1,1,2,20321,0
34,1,3,6,1,2,3,4,3,3,0,2,1,1,1,1,3,22083,0
23,1,1,10,3,1,2,3,0,4,2,2,0,3,1,1,1,18295,0
52,1,1,14,3,2,3,5,1,3,1,4,0,3,1,2,2,24810,0
33,1,3,15,1,1,4,5,1,4,0,3,1,2,1,1,2,23906,0
39,1,1,25,3,2,3,6,1,3,1,5,1,5,0,2,2,24489,0
37,1,1,31,3,1,2,4,1,3,1,1,0,3,0,1,2,20731,0
28,1,1,6,2,2,2,3,0,3,1,2,0,1,0,0,1,17044,0
57,1,1,14,1,2,4,4,0,3,1,2,0,4,1,3,1,21017,1
27,0,1,7,3,1,4,5,0,3,1,3,0,1,0,1,1,20685,0
37,0,3,22,3,2,3,6,1,3,1,3,0,1,1,1,2,24084,0
47,0,1,25,3,1,3,4,3,3,1,7,0,3,0,2,3,29205,0
42,0,1,7,2,1,3,1,3,4,2,2,0,3,1,0,3,17372,1
28,1,1,23,1,1,3,4,0,4,1,2,0,1,1,1,1,21489,0
55,1,1,14,3,1,2,3,4,3,1,3,1,3,1,1,0,29756,0
31,1,1,7,2,2,3,5,1,3,0,3,1,2,1,2,2,23804,0
33,1,1,8,3,2,3,3,0,3,2,5,0,3,1,2,1,17496,0
36,1,3,10,2,2,4,4,3,3,1,8,0,5,0,3,3,26501,0
19,0,1,7,2,1,4,4,0,3,2,3,0,5,1,2,1,20289,0
31,1,1,23,2,2,3,4,0,3,1,3,0,1,0,1,1,21540,0
35,1,3,7,3,2,3,4,3,3,3,3,0,5,1,1,3,28566,0
26,1,1,9,2,1,2,3,0,3,1,2,0,3,1,1,1,17061,0
39,1,1,7,2,0,3,2,1,3,3,2,0,1,0,1,2,26303,0
44,1,2,6,2,1,2,3,0,3,1,5,1,3,1,0,1,18195,0
36,0,1,11,2,2,3,5,0,3,0,3,0,2,1,1,1,21054,0
39,1,1,7,2,0,3,3,1,3,3,2,0,2,1,2,2,26303,0
30,1,1,8,2,1,4,4,0,3,1,3,0,1,1,3,1,22438,0
35,0,1,24,1,2,3,5,0,3,1,2,1,5,1,2,1,27178,1
24,0,1,13,2,1,2,3,0,3,0,2,1,4,0,0,1,17886,1
39,0,1,15,3,1,3,5,1,4,1,3,1,1,1,1,2,20811,0
30,1,1,25,3,2,3,5,0,3,2,3,1,3,0,1,1,21067,1
36,1,1,34,2,2,3,4,1,3,1,4,0,5,0,2,2,25561,0
25,1,3,7,1,1,4,4,0,4,3,3,1,4,1,3,1,21880,1
57,0,1,7,2,2,3,4,1,3,1,3,0,3,0,1,2,24984,0
33,0,3,22,2,1,2,3,1,3,1,2,1,1,0,0,2,20368,0
33,1,1,9,3,1,4,4,0,4,1,3,0,4,0,2,1,21048,0
49,1,1,7,2,1,3,5,4,5,0,2,0,4,0,2,0,34080,0
37,1,1,8,1,1,4,6,3,5,1,4,1,1,1,1,3,28930,0
29,0,3,6,3,1,2,3,3,3,1,2,0,3,1,1,3,22918,0
31,1,1,14,2,2,3,4,1,3,1,3,0,5,1,2,2,22169,0
25,0,1,18,2,1,4,3,1,3,1,2,0,3,1,3,2,22689,0
20,1,3,15,2,2,2,3,0,5,2,2,0,1,0,1,1,17728,0
30,1,3,17,3,2,3,4,0,4,1,3,0,2,0,2,1,20975,0
47,0,1,22,3,2,3,1,1,3,1,2,1,2,0,0,2,20067,0
19,0,1,16,3,1,3,4,0,4,2,2,1,5,0,2,1,16859,1
47,0,1,7,3,2,3,5,3,5,1,4,1,1,1,2,3,29351,0
36,1,1,14,2,2,3,4,3,3,2,5,0,3,0,1,3,28899,0
35,1,1,33,3,1,2,4,0,5,2,2,0,4,0,1,1,17559,0
35,1,1,7,2,2,3,4,1,3,1,2,0,4,1,1,2,24162,0
38,1,3,8,3,2,2,3,3,4,3,1,0,4,1,1,3,22351,0
23,1,1,32,2,2,2,3,0,3,1,2,0,1,0,1,1,17904,0
27,1,3,15,1,2,3,5,1,5,3,8,0,3,0,1,2,24004,1
26,1,2,26,3,1,3,3,0,4,1,1,1,3,0,1,1,17148,1
29,1,1,31,2,2,3,5,0,3,2,7,1,2,0,1,1,20706,1
29,1,1,7,3,1,4,4,0,5,1,3,0,1,1,1,1,22269,0
58,1,1,15,3,1,3,4,0,4,0,5,1,2,1,0,1,18346,0
34,1,1,15,2,2,4,4,1,3,3,4,1,3,0,3,2,25066,0
31,0,1,9,3,2,3,3,3,3,1,1,0,4,1,0,3,28675,0
34,0,2,29,2,1,2,3,3,5,1,1,1,3,1,0,3,24950,1
60,1,3,10,2,0,3,5,1,3,3,7,0,3,0,1,2,23849,0
29,0,3,19,1,1,2,3,1,4,2,6,0,3,0,1,2,20765,1
27,1,1,11,1,2,2,4,3,3,1,2,1,3,1,1,3,27808,0
32,0,1,11,1,2,3,3,0,4,2,3,0,3,1,1,1,17718,0
32,1,3,14,1,2,4,3,1,3,0,6,0,2,1,1,2,25607,0
29,1,1,23,3,2,4,2,1,5,3,2,0,5,0,2,2,24339,0
41,0,1,9,3,1,3,2,1,4,0,3,0,3,0,2,2,22922,0
42,1,1,30,3,2,2,3,3,5,0,2,1,2,1,1,3,22406,0
31,0,3,19,2,2,4,5,0,5,0,3,0,5,1,1,1,20711,1
60,0,3,34,3,1,3,4,3,5,0,5,0,2,1,0,3,25266,0
57,1,1,7,2,1,3,4,0,5,0,4,0,5,1,2,1,20744,0
29,1,1,15,2,1,4,4,0,3,3,3,0,4,1,2,1,21988,0
49,1,1,10,3,2,2,4,2,3,0,3,0,3,0,0,4,33711,0
40,1,1,17,3,2,4,4,3,3,2,2,0,3,1,1,3,32142,0
32,0,1,14,2,1,3,5,3,3,1,3,0,1,1,1,3,27621,0
31,1,1,32,2,2,2,3,0,3,1,2,0,3,0,1,1,17911,0
36,1,1,7,3,2,2,5,0,3,3,3,0,4,1,1,1,21537,0
46,0,3,13,3,0,3,5,3,3,3,8,0,4,1,1,3,27543,0
41,0,1,11,2,2,3,4,0,5,1,7,0,3,0,1,1,17107,1
55,1,1,6,3,2,2,1,4,3,1,3,0,5,1,0,0,29732,0
45,1,1,15,2,2,4,2,0,3,1,4,1,3,1,1,1,21496,0
32,1,1,29,3,2,4,4,1,3,0,3,1,5,1,1,2,24857,1
36,1,2,15,1,2,4,4,0,3,3,3,0,5,0,2,1,23001,0
36,0,3,17,1,1,3,3,3,3,0,1,0,5,0,0,3,24738,0
22,1,1,25,3,2,3,3,0,3,0,2,0,2,0,1,1,17323,0
46,0,3,33,2,1,4,4,1,5,0,4,0,2,0,1,2,22964,1
38,1,1,17,3,2,3,4,1,5,3,3,0,4,0,1,2,22891,1
36,0,1,11,2,2,3,5,0,3,1,3,0,1,1,2,1,21054,0
23,1,1,18,3,1,3,4,0,4,0,3,0,2,1,1,1,20922,0
44,1,3,7,2,2,2,5,1,4,2,7,0,3,0,1,2,17362,1
42,1,1,13,3,2,4,5,1,4,3,8,1,3,1,3,2,24710,0
50,1,1,27,3,1,4,4,1,5,1,3,0,1,1,1,2,25245,0
54,1,3,9,2,1,4,5,4,3,0,4,0,3,1,1,0,34105,0
19,0,3,10,3,1,4,4,0,3,2,3,1,5,0,2,1,20247,1
34,1,1,13,2,2,3,3,1,3,1,2,0,3,0,0,2,17585,1
24,0,1,10,2,2,2,4,0,3,1,1,0,3,0,1,1,18162,0
35,1,1,31,1,2,3,4,3,4,0,4,0,3,1,1,3,25903,0
31,1,1,30,3,1,3,4,1,5,3,2,0,5,1,0,2,21812,0
46,0,3,16,2,1,4,5,1,3,0,3,0,3,0,1,2,24271,0
22,0,3,16,3,2,3,4,0,3,3,3,0,4,0,1,1,21288,0
34,0,3,8,3,1,3,3,0,3,1,7,0,5,0,0,1,17231,0
42,1,1,19,2,2,3,4,0,3,1,5,1,3,1,1,1,23444,0
43,1,3,8,3,2,3,3,1,3,1,2,1,3,0,0,2,22847,0
44,1,1,6,3,2,2,3,0,3,2,7,1,4,0,1,1,17436,0
51,0,3,7,2,1,4,4,1,3,0,2,0,2,1,2,2,25025,0
28,1,3,9,2,2,4,4,1,3,3,3,1,4,1,3,2,23156,0
50,1,1,34,3,2,3,2,0,3,0,2,1,2,1,2,1,18221,0
36,1,1,13,2,2,3,3,0,4,2,3,0,1,0,2,1,17013,0
37,1,3,20,3,2,4,5,1,5,1,7,1,1,1,1,2,24812,1
58,1,1,8,2,2,2,3,2,4,2,1,1,3,1,1,4,34246,1
44,0,1,35,3,1,4,3,0,3,3,6,0,3,0,3,1,23417,0
33,1,1,9,2,2,4,4,0,4,2,3,0,3,1,2,1,20071,1
31,0,3,26,3,1,2,3,1,3,1,2,0,1,1,1,2,21932,0
50,1,3,18,3,1,4,4,1,3,3,5,0,4,0,2,2,23185,0
43,0,1,27,3,2,3,3,0,3,1,1,0,4,1,2,1,17258,0
33,0,1,36,3,1,4,4,0,3,3,2,0,3,1,1,1,22703,0
36,1,1,14,1,1,2,3,3,3,1,2,0,4,1,0,3,25096,0
38,1,1,17,2,1,3,4,0,5,1,2,1,3,1,2,1,21460,0
41,1,1,27,1,2,4,4,3,3,0,6,0,3,1,2,3,29000,0
37,0,3,25,3,2,2,3,3,4,3,2,1,5,0,0,3,22642,0
27,1,1,28,3,2,3,4,0,3,1,3,0,5,1,1,1,21055,1
38,1,1,7,2,2,3,5,1,3,1,3,0,5,1,2,2,24671,0
32,0,1,36,3,2,4,5,0,4,3,2,0,3,1,3,1,22157,1
40,1,1,8,3,2,3,3,0,3,1,3,0,1,0,0,1,17345,0
52,1,1,16,2,2,4,4,0,3,0,5,0,3,1,1,1,20753,0
35,0,1,10,2,2,3,4,1,3,3,2,0,1,1,1,2,26434,0
33,0,3,28,3,2,3,3,1,4,1,1,0,1,0,0,2,21146,0
47,1,1,20,2,2,3,4,1,4,3,8,0,4,1,1,2,24240,0
43,0,2,9,3,2,4,2,1,5,0,2,0,2,0,3,2,24950,0
54,1,1,30,2,1,4,4,4,3,2,8,0,5,1,2,0,32953,0
37,0,1,31,2,1,3,4,1,4,0,2,0,3,0,1,2,24352,0
31,1,3,19,1,0,3,4,1,3,3,2,0,1,1,2,2,25255,0
36,1,3,16,1,1,3,4,1,3,1,2,1,1,1,2,2,20673,0
45,1,3,7,2,2,3,4,1,5,1,2,0,4,1,2,2,33061,1
35,1,2,10,2,2,3,4,0,3,0,2,0,2,1,2,1,22415,0
46,1,1,36,1,2,3,4,3,3,0,6,1,5,1,1,3,28058,0
36,1,1,18,3,0,2,4,3,3,3,1,0,2,1,0,3,23858,0
27,0,3,26,2,0,2,3,1,3,3,2,0,1,1,1,2,24981,0
36,0,3,18,3,2,3,4,1,3,1,3,0,5,1,2,2,23646,0
29,1,1,26,3,2,4,5,0,5,1,3,0,3,1,2,1,21874,0
31,1,1,8,3,2,4,4,0,4,1,2,1,4,1,3,1,22257,0
42,1,1,26,2,2,3,4,1,5,1,4,0,2,1,1,2,21750,0
41,0,1,33,3,1,3,4,1,4,1,3,0,1,0,2,2,24283,0
40,1,1,26,1,2,3,3,3,3,1,5,0,3,1,1,3,25322,0
31,0,1,16,3,2,3,4,0,5,3,4,1,3,0,2,1,23373,1
28,1,1,27,3,2,2,3,0,3,0,2,0,2,0,0,1,17713,0
45,0,2,7,2,2,3,4,1,3,1,6,1,5,1,2,2,24421,0
58,1,3,16,3,2,2,3,4,3,2,1,0,3,1,1,0,28872,0
42,1,1,16,2,2,4,4,0,5,0,4,0,2,0,3,1,20916,0
45,1,3,8,3,1,3,5,2,4,2,3,1,5,0,2,4,33824,1
36,0,1,24,3,1,3,3,0,3,2,2,0,3,0,1,1,17153,0
29,0,3,7,2,2,3,5,1,3,1,3,1,1,0,1,2,25512,0
27,1,1,20,2,2,2,3,0,5,1,2,1,4,1,0,1,17235,0
61,1,3,14,3,2,3,2,1,3,1,2,1,5,0,1,2,23898,0
43,1,3,19,3,2,4,4,1,3,1,5,1,1,0,1,2,23765,0
44,0,1,14,3,2,3,2,0,3,1,6,0,4,1,1,1,20767,0
37,0,1,6,3,1,3,3,3,3,1,3,1,3,0,0,3,28603,0
54,1,1,9,2,2,2,3,4,3,1,4,0,5,0,0,0,32779,0
51,1,1,14,2,2,2,4,3,4,1,6,0,3,1,1,3,27490,0
48,0,1,23,3,2,4,2,1,3,1,3,1,2,0,1,2,23745,0
46,0,3,16,2,1,4,5,1,3,1,3,0,3,1,3,2,24271,0
52,0,1,15,2,2,3,6,3,3,2,4,0,1,1,1,3,29328,1
32,1,3,12,2,1,4,4,1,3,1,3,0,1,0,3,2,24154,0
52,1,1,12,1,2,3,3,1,5,1,4,1,4,1,2,2,20577,0
40,1,2,24,2,2,2,1,0,5,1,1,0,1,1,1,1,17387,1
34,0,3,12,3,1,2,5,0,3,1,1,0,4,1,1,1,17351,1
32,1,2,25,2,2,3,2,0,5,1,2,0,1,1,1,1,21634,1
53,0,3,127,2,2,3,4,0,3,1,4,0,1,1,2,1,22160,0
23,1,1,13,3,2,4,4,0,3,0,2,0,2,1,1,1,21451,0
45,1,3,8,1,2,2,5,1,3,3,1,0,5,1,1,2,21632,0
37,1,1,16,2,1,2,1,3,3,1,2,1,1,0,1,3,28744,0
27,1,1,9,3,2,3,2,1,3,1,3,0,3,1,2,2,24150,0
31,1,1,16,3,2,3,5,0,3,2,3,0,4,1,2,1,20884,0
29,0,2,7,2,2,3,4,0,3,1,3,0,4,0,2,1,21384,0
44,0,1,9,2,2,4,4,0,3,1,8,1,3,0,1,1,28909,1
32,1,1,27,2,2,3,4,1,3,1,3,0,5,0,1,2,22875,0
34,0,1,13,2,2,2,4,1,3,1,5,0,5,1,1,2,26403,0
30,1,3,27,3,2,3,4,1,3,1,4,0,1,1,1,2,25609,0
52,0,3,8,2,2,3,4,2,3,2,2,1,1,1,0,4,34068,0
34,0,3,10,3,1,3,3,1,3,0,1,0,2,1,0,2,21538,0
50,1,1,8,3,2,3,3,4,3,1,6,0,1,0,1,0,32639,0
27,1,1,13,2,1,3,5,0,4,1,3,0,3,1,2,1,21046,0
52,1,1,14,3,2,3,5,1,3,0,4,0,3,1,2,2,24810,0
30,1,1,16,2,2,2,5,0,3,3,2,0,2,1,1,1,22661,0
32,1,1,31,2,2,2,3,0,3,2,2,1,5,0,0,1,17795,1
45,1,1,17,2,2,3,4,1,3,0,4,1,3,1,2,2,25143,0
27,1,1,11,2,1,2,3,0,4,2,2,1,3,0,1,1,17478,0
30,1,1,35,3,1,4,5,0,5,3,3,0,1,0,2,1,22463,0
27,1,2,32,2,1,4,4,0,3,0,3,0,4,1,1,1,21620,0
46,1,1,21,2,2,2,3,2,4,0,6,0,3,1,1,4,34081,0
18,0,3,9,3,1,3,3,0,3,2,2,1,5,0,1,1,16569,1
35,1,1,9,2,2,4,5,0,3,1,5,0,5,1,1,1,21446,0
31,0,1,30,2,2,4,6,0,3,1,3,0,3,1,3,1,21291,0
43,1,1,9,3,2,4,5,0,4,1,6,0,1,1,3,1,23519,0
27,1,1,23,1,2,2,3,0,4,0,1,1,4,1,0,1,18058,0
34,0,1,10,2,1,3,4,0,3,0,3,1,5,1,2,1,21587,0
44,1,1,16,2,2,3,3,0,3,2,2,1,3,1,0,1,17936,1
27,1,1,6,2,1,3,3,3,5,1,2,0,4,0,2,3,22412,0
54,1,1,11,3,2,2,3,2,5,0,5,0,4,1,0,4,34406,0
49,1,3,14,1,2,2,4,4,4,0,7,0,4,1,0,0,28120,0
41,1,1,31,1,2,4,4,1,3,1,3,0,3,1,2,2,21997,0
26,1,2,9,2,1,3,4,0,4,1,6,0,4,0,1,1,20865,0
52,1,1,6,2,2,3,3,4,3,0,3,0,2,1,1,0,32099,0
29,1,1,23,3,2,4,3,1,5,3,2,0,5,0,3,2,24339,0
30,1,2,15,2,2,2,3,1,3,0,1,1,3,1,1,2,21347,0
36,1,1,20,2,2,3,3,1,3,0,1,1,5,1,2,2,21586,0
35,1,1,28,2,1,3,2,3,4,1,1,0,5,1,1,3,26996,0
26,1,1,10,2,2,2,3,0,3,2,2,1,1,0,0,1,17875,0
25,1,3,10,2,1,3,4,1,3,1,2,0,4,0,1,2,23677,0
